danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.715,0.907,7,-6.025,0,0.0993,0.0172,8.39e-05,0.426,0.841,124.991,audio_features,7K8XoQXZBffc4xG2xIQHMO,spotify:track:7K8XoQXZBffc4xG2xIQHMO,https://api.spotify.com/v1/tracks/7K8XoQXZBffc4xG2xIQHMO,https://api.spotify.com/v1/audio-analysis/7K8XoQXZBffc4xG2xIQHMO,268840,4
0.539,0.957,0,-3.093,1,0.0893,0.000509,0.000991,0.157,0.614,150.026,audio_features,6qjwvkVjuWuS8OWOVxETSc,spotify:track:6qjwvkVjuWuS8OWOVxETSc,https://api.spotify.com/v1/tracks/6qjwvkVjuWuS8OWOVxETSc,https://api.spotify.com/v1/audio-analysis/6qjwvkVjuWuS8OWOVxETSc,194341,4
0.724,0.759,9,-3.996,0,0.0542,0.412,0.0,0.437,0.765,101.946,audio_features,3fvY2U1AzW0diYF0hnBbKt,spotify:track:3fvY2U1AzW0diYF0hnBbKt,https://api.spotify.com/v1/tracks/3fvY2U1AzW0diYF0hnBbKt,https://api.spotify.com/v1/audio-analysis/3fvY2U1AzW0diYF0hnBbKt,250456,4
0.717,0.73,9,-4.729,0,0.0568,0.383,0.0,0.398,0.792,102.002,audio_features,2hrUO4drrO63i7FYbCLBl2,spotify:track:2hrUO4drrO63i7FYbCLBl2,https://api.spotify.com/v1/tracks/2hrUO4drrO63i7FYbCLBl2,https://api.spotify.com/v1/audio-analysis/2hrUO4drrO63i7FYbCLBl2,251173,4
0.701,0.556,3,-11.861,1,0.0373,0.07,0.000173,0.104,0.667,170.142,audio_features,190l7oYBQe6JBsWPJM2uNN,spotify:track:190l7oYBQe6JBsWPJM2uNN,https://api.spotify.com/v1/tracks/190l7oYBQe6JBsWPJM2uNN,https://api.spotify.com/v1/audio-analysis/190l7oYBQe6JBsWPJM2uNN,146760,4
0.773,0.612,8,-5.73,1,0.232,0.0398,0.0,0.142,0.381,149.999,audio_features,3cWmqvMwVQKDigWLSZ3w9h,spotify:track:3cWmqvMwVQKDigWLSZ3w9h,https://api.spotify.com/v1/tracks/3cWmqvMwVQKDigWLSZ3w9h,https://api.spotify.com/v1/audio-analysis/3cWmqvMwVQKDigWLSZ3w9h,193575,4
0.888,0.711,5,-11.477,0,0.0577,0.00808,2.48e-06,0.0432,0.96,116.343,audio_features,0Rc05PXAOn01TzKeb3bWtB,spotify:track:0Rc05PXAOn01TzKeb3bWtB,https://api.spotify.com/v1/tracks/0Rc05PXAOn01TzKeb3bWtB,https://api.spotify.com/v1/audio-analysis/0Rc05PXAOn01TzKeb3bWtB,243707,4
0.317,0.887,9,-7.292,1,0.0375,0.000582,0.00258,0.0891,0.871,169.613,audio_features,4PRGxHpCpF2yoOHYKQIEwD,spotify:track:4PRGxHpCpF2yoOHYKQIEwD,https://api.spotify.com/v1/tracks/4PRGxHpCpF2yoOHYKQIEwD,https://api.spotify.com/v1/audio-analysis/4PRGxHpCpF2yoOHYKQIEwD,220561,4
0.599,0.363,7,-11.728,1,0.0315,0.333,0.0,0.243,0.648,79.456,audio_features,1ITQbrueGLl581a25XXm9c,spotify:track:1ITQbrueGLl581a25XXm9c,https://api.spotify.com/v1/tracks/1ITQbrueGLl581a25XXm9c,https://api.spotify.com/v1/audio-analysis/1ITQbrueGLl581a25XXm9c,213107,4
0.706,0.785,11,-7.666,0,0.041,0.00802,0.0319,0.195,0.636,105.893,audio_features,2AmEv442DGwSxMGZ9XEvBA,spotify:track:2AmEv442DGwSxMGZ9XEvBA,https://api.spotify.com/v1/tracks/2AmEv442DGwSxMGZ9XEvBA,https://api.spotify.com/v1/audio-analysis/2AmEv442DGwSxMGZ9XEvBA,247829,4
0.939,0.533,8,-9.102,1,0.367,0.0326,4.09e-06,0.303,0.432,119.987,audio_features,04BYbhNoyjoD9zxsul1fKG,spotify:track:04BYbhNoyjoD9zxsul1fKG,https://api.spotify.com/v1/tracks/04BYbhNoyjoD9zxsul1fKG,https://api.spotify.com/v1/audio-analysis/04BYbhNoyjoD9zxsul1fKG,129000,4
0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965,audio_features,5knuzwU65gJK7IF5yJsuaW,spotify:track:5knuzwU65gJK7IF5yJsuaW,https://api.spotify.com/v1/tracks/5knuzwU65gJK7IF5yJsuaW,https://api.spotify.com/v1/audio-analysis/5knuzwU65gJK7IF5yJsuaW,251088,4
0.672,0.62,8,-4.865,1,0.0442,0.124,0.0,0.364,0.626,77.993,audio_features,3RBGG1be9aBaSvjnw6ABkh,spotify:track:3RBGG1be9aBaSvjnw6ABkh,https://api.spotify.com/v1/tracks/3RBGG1be9aBaSvjnw6ABkh,https://api.spotify.com/v1/audio-analysis/3RBGG1be9aBaSvjnw6ABkh,221920,4
0.541,0.608,7,-13.083,1,0.106,0.298,0.0,0.234,0.938,171.992,audio_features,4FlYcJnfkeBpowEHJ72Bmt,spotify:track:4FlYcJnfkeBpowEHJ72Bmt,https://api.spotify.com/v1/tracks/4FlYcJnfkeBpowEHJ72Bmt,https://api.spotify.com/v1/audio-analysis/4FlYcJnfkeBpowEHJ72Bmt,160080,4
0.662,0.821,2,-4.103,0,0.13,0.202,0.0,0.522,0.47,124.077,audio_features,6pb5DtlAeG95dNQLHiArRU,spotify:track:6pb5DtlAeG95dNQLHiArRU,https://api.spotify.com/v1/tracks/6pb5DtlAeG95dNQLHiArRU,https://api.spotify.com/v1/audio-analysis/6pb5DtlAeG95dNQLHiArRU,137419,4
0.595,0.507,5,-6.141,0,0.0812,0.145,0.000871,0.132,0.137,159.729,audio_features,19bX4zmC2zDben2ldhoRB3,spotify:track:19bX4zmC2zDben2ldhoRB3,https://api.spotify.com/v1/tracks/19bX4zmC2zDben2ldhoRB3,https://api.spotify.com/v1/audio-analysis/19bX4zmC2zDben2ldhoRB3,218147,4
0.493,0.376,4,-15.045,1,0.0435,0.0241,0.792,0.102,0.419,86.47,audio_features,2XHjFJVXYlEzoDvN82h8s5,spotify:track:2XHjFJVXYlEzoDvN82h8s5,https://api.spotify.com/v1/tracks/2XHjFJVXYlEzoDvN82h8s5,https://api.spotify.com/v1/audio-analysis/2XHjFJVXYlEzoDvN82h8s5,315400,4
0.659,0.936,2,-3.519,1,0.0606,0.283,0.0207,0.192,0.884,161.983,audio_features,37s8uwIjw72XfMseKJXNOO,spotify:track:37s8uwIjw72XfMseKJXNOO,https://api.spotify.com/v1/tracks/37s8uwIjw72XfMseKJXNOO,https://api.spotify.com/v1/audio-analysis/37s8uwIjw72XfMseKJXNOO,155009,4
0.592,0.0827,5,-30.577,1,0.0389,0.984,0.879,0.118,0.448,64.297,audio_features,5lGbPQlAf985dbQwKs3SeU,spotify:track:5lGbPQlAf985dbQwKs3SeU,https://api.spotify.com/v1/tracks/5lGbPQlAf985dbQwKs3SeU,https://api.spotify.com/v1/audio-analysis/5lGbPQlAf985dbQwKs3SeU,110217,4
0.633,0.0789,5,-18.18,1,0.0309,0.987,2e-05,0.0839,0.296,89.931,audio_features,1zARHKo3tPfw3msYMlF7vY,spotify:track:1zARHKo3tPfw3msYMlF7vY,https://api.spotify.com/v1/tracks/1zARHKo3tPfw3msYMlF7vY,https://api.spotify.com/v1/audio-analysis/1zARHKo3tPfw3msYMlF7vY,84494,3
0.559,0.871,5,-5.338,0,0.0397,7.53e-06,0.00545,0.096,0.572,104.97,audio_features,6dBUzqjtbnIa1TwYbyw5CM,spotify:track:6dBUzqjtbnIa1TwYbyw5CM,https://api.spotify.com/v1/tracks/6dBUzqjtbnIa1TwYbyw5CM,https://api.spotify.com/v1/audio-analysis/6dBUzqjtbnIa1TwYbyw5CM,213920,4
0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,audio_features,7ycWLEP1GsNjVvcjawXz3z,spotify:track:7ycWLEP1GsNjVvcjawXz3z,https://api.spotify.com/v1/tracks/7ycWLEP1GsNjVvcjawXz3z,https://api.spotify.com/v1/audio-analysis/7ycWLEP1GsNjVvcjawXz3z,205040,4
0.674,0.588,7,-5.506,0,0.131,0.181,1.49e-06,0.131,0.208,159.926,audio_features,4fy6HNnu1XXq2j1Y56EP2H,spotify:track:4fy6HNnu1XXq2j1Y56EP2H,https://api.spotify.com/v1/tracks/4fy6HNnu1XXq2j1Y56EP2H,https://api.spotify.com/v1/audio-analysis/4fy6HNnu1XXq2j1Y56EP2H,245947,4
0.853,0.693,1,-6.87,1,0.275,0.0239,0.0,0.11,0.662,95.967,audio_features,4X5f3vT8MRuXF68pfjNte5,spotify:track:4X5f3vT8MRuXF68pfjNte5,https://api.spotify.com/v1/tracks/4X5f3vT8MRuXF68pfjNte5,https://api.spotify.com/v1/audio-analysis/4X5f3vT8MRuXF68pfjNte5,233787,4
0.689,0.798,5,-10.279,0,0.0995,0.258,6.94e-06,0.687,0.639,123.989,audio_features,4xGyNXNjL8tHkLJEqf2BRs,spotify:track:4xGyNXNjL8tHkLJEqf2BRs,https://api.spotify.com/v1/tracks/4xGyNXNjL8tHkLJEqf2BRs,https://api.spotify.com/v1/audio-analysis/4xGyNXNjL8tHkLJEqf2BRs,478473,4
0.652,0.747,11,-3.871,1,0.231,0.2,0.0,0.909,0.611,139.966,audio_features,5tp5lixxnFoKu6WAVBri75,spotify:track:5tp5lixxnFoKu6WAVBri75,https://api.spotify.com/v1/tracks/5tp5lixxnFoKu6WAVBri75,https://api.spotify.com/v1/audio-analysis/5tp5lixxnFoKu6WAVBri75,152958,4
0.502,0.474,5,-11.424,0,0.0543,0.711,0.787,0.112,0.312,118.079,audio_features,12BaQt9aYdTlEtKreqB5V4,spotify:track:12BaQt9aYdTlEtKreqB5V4,https://api.spotify.com/v1/tracks/12BaQt9aYdTlEtKreqB5V4,https://api.spotify.com/v1/audio-analysis/12BaQt9aYdTlEtKreqB5V4,164000,4
0.822,0.479,11,-15.962,1,0.271,0.719,4.42e-05,0.124,0.72,92.461,audio_features,7AgMX97ljLm9BzszyyXEYZ,spotify:track:7AgMX97ljLm9BzszyyXEYZ,https://api.spotify.com/v1/tracks/7AgMX97ljLm9BzszyyXEYZ,https://api.spotify.com/v1/audio-analysis/7AgMX97ljLm9BzszyyXEYZ,250240,4
0.636,0.61,8,-9.665,1,0.119,0.25,0.000121,0.113,0.296,125.227,audio_features,2rk0lCpO1vkKAQ6BC8bjUX,spotify:track:2rk0lCpO1vkKAQ6BC8bjUX,https://api.spotify.com/v1/tracks/2rk0lCpO1vkKAQ6BC8bjUX,https://api.spotify.com/v1/audio-analysis/2rk0lCpO1vkKAQ6BC8bjUX,260160,3
0.878,0.65,11,-8.08,0,0.252,0.0178,0.0,0.0408,0.101,92.03,audio_features,6w4MlvpuxtbjGdL9YeTx89,spotify:track:6w4MlvpuxtbjGdL9YeTx89,https://api.spotify.com/v1/tracks/6w4MlvpuxtbjGdL9YeTx89,https://api.spotify.com/v1/audio-analysis/6w4MlvpuxtbjGdL9YeTx89,251667,4
0.698,0.254,5,-15.289,1,0.0498,0.746,0.875,0.104,0.504,88.17,audio_features,2JJ9z5cHcm1fXkp8lDVaQ2,spotify:track:2JJ9z5cHcm1fXkp8lDVaQ2,https://api.spotify.com/v1/tracks/2JJ9z5cHcm1fXkp8lDVaQ2,https://api.spotify.com/v1/audio-analysis/2JJ9z5cHcm1fXkp8lDVaQ2,111814,4
0.322,0.184,0,-18.312,0,0.0338,0.984,0.902,0.0813,0.356,107.847,audio_features,0pjCsB0XNSyqM9UazlTODC,spotify:track:0pjCsB0XNSyqM9UazlTODC,https://api.spotify.com/v1/tracks/0pjCsB0XNSyqM9UazlTODC,https://api.spotify.com/v1/audio-analysis/0pjCsB0XNSyqM9UazlTODC,193600,4
0.227,0.0457,0,-28.213,1,0.0348,0.884,0.991,0.395,0.224,148.491,audio_features,1muuU1537td0NXq2cf6BNh,spotify:track:1muuU1537td0NXq2cf6BNh,https://api.spotify.com/v1/tracks/1muuU1537td0NXq2cf6BNh,https://api.spotify.com/v1/audio-analysis/1muuU1537td0NXq2cf6BNh,50408,3
0.749,0.849,8,-6.045,1,0.22,0.15,0.0,0.252,0.777,107.519,audio_features,1MVBehWZKhewSmucdZ5BpZ,spotify:track:1MVBehWZKhewSmucdZ5BpZ,https://api.spotify.com/v1/tracks/1MVBehWZKhewSmucdZ5BpZ,https://api.spotify.com/v1/audio-analysis/1MVBehWZKhewSmucdZ5BpZ,104930,4
0.459,0.446,6,-5.485,0,0.0463,0.424,0.0,0.12,0.574,177.645,audio_features,7g4Cd8Cti1eHrcTyDXPfYP,spotify:track:7g4Cd8Cti1eHrcTyDXPfYP,https://api.spotify.com/v1/tracks/7g4Cd8Cti1eHrcTyDXPfYP,https://api.spotify.com/v1/audio-analysis/7g4Cd8Cti1eHrcTyDXPfYP,96120,4
0.366,0.931,1,-2.91,0,0.0933,0.0917,8.83e-06,0.115,0.435,170.185,audio_features,1D5PMly59volxN3IJMv9bt,spotify:track:1D5PMly59volxN3IJMv9bt,https://api.spotify.com/v1/tracks/1D5PMly59volxN3IJMv9bt,https://api.spotify.com/v1/audio-analysis/1D5PMly59volxN3IJMv9bt,262848,4
0.757,0.711,1,-7.413,1,0.0583,0.129,2.37e-05,0.134,0.488,114.968,audio_features,2k6OU00K9obF3R1eqA2mJP,spotify:track:2k6OU00K9obF3R1eqA2mJP,https://api.spotify.com/v1/tracks/2k6OU00K9obF3R1eqA2mJP,https://api.spotify.com/v1/audio-analysis/2k6OU00K9obF3R1eqA2mJP,134072,4
0.476,0.412,7,-11.979,1,0.083,0.351,0.0,0.216,0.343,131.27,audio_features,2auxyWNOPIPQxi4wfcASJW,spotify:track:2auxyWNOPIPQxi4wfcASJW,https://api.spotify.com/v1/tracks/2auxyWNOPIPQxi4wfcASJW,https://api.spotify.com/v1/audio-analysis/2auxyWNOPIPQxi4wfcASJW,174913,4
0.335,0.127,5,-12.559,1,0.0327,0.981,0.0018,0.0882,0.193,53.513,audio_features,2Sid2Qb4Y67gv6b6FtXMc2,spotify:track:2Sid2Qb4Y67gv6b6FtXMc2,https://api.spotify.com/v1/tracks/2Sid2Qb4Y67gv6b6FtXMc2,https://api.spotify.com/v1/audio-analysis/2Sid2Qb4Y67gv6b6FtXMc2,179355,4
0.72,0.721,5,-3.97,1,0.0486,0.227,0.381,0.362,0.579,89.141,audio_features,4N6SmWg9M92xRwejuVBxwQ,spotify:track:4N6SmWg9M92xRwejuVBxwQ,https://api.spotify.com/v1/tracks/4N6SmWg9M92xRwejuVBxwQ,https://api.spotify.com/v1/audio-analysis/4N6SmWg9M92xRwejuVBxwQ,199193,4
0.741,0.243,8,-16.655,1,0.0375,0.659,0.698,0.132,0.262,115.996,audio_features,5uXPEPtDINXo7rSjGYFLSr,spotify:track:5uXPEPtDINXo7rSjGYFLSr,https://api.spotify.com/v1/tracks/5uXPEPtDINXo7rSjGYFLSr,https://api.spotify.com/v1/audio-analysis/5uXPEPtDINXo7rSjGYFLSr,94655,5
0.544,0.505,4,-13.241,1,0.0852,0.323,0.802,0.283,0.41,112.194,audio_features,2zMn261sjoitKZJehIMKPD,spotify:track:2zMn261sjoitKZJehIMKPD,https://api.spotify.com/v1/tracks/2zMn261sjoitKZJehIMKPD,https://api.spotify.com/v1/audio-analysis/2zMn261sjoitKZJehIMKPD,99733,4
0.364,0.169,5,-15.792,1,0.034,0.91,0.684,0.108,0.0838,87.007,audio_features,3n3gfS8H6kpyqF2x5vUdLT,spotify:track:3n3gfS8H6kpyqF2x5vUdLT,https://api.spotify.com/v1/tracks/3n3gfS8H6kpyqF2x5vUdLT,https://api.spotify.com/v1/audio-analysis/3n3gfS8H6kpyqF2x5vUdLT,170784,4
0.821,0.609,2,-6.346,0,0.051,0.256,0.819,0.103,0.772,113.074,audio_features,0TrEMKiKV6JE7PyGkmm2VV,spotify:track:0TrEMKiKV6JE7PyGkmm2VV,https://api.spotify.com/v1/tracks/0TrEMKiKV6JE7PyGkmm2VV,https://api.spotify.com/v1/audio-analysis/0TrEMKiKV6JE7PyGkmm2VV,223636,4
0.545,0.881,4,-9.98,0,0.123,0.715,0.241,0.208,0.732,116.204,audio_features,32rOcuTIZZTNWdsrUWGCJ6,spotify:track:32rOcuTIZZTNWdsrUWGCJ6,https://api.spotify.com/v1/tracks/32rOcuTIZZTNWdsrUWGCJ6,https://api.spotify.com/v1/audio-analysis/32rOcuTIZZTNWdsrUWGCJ6,67944,3
0.899,0.731,1,-5.429,1,0.357,0.614,0.0,0.0955,0.648,92.122,audio_features,1vlW9HfSLdhoL6sVfO8Anz,spotify:track:1vlW9HfSLdhoL6sVfO8Anz,https://api.spotify.com/v1/tracks/1vlW9HfSLdhoL6sVfO8Anz,https://api.spotify.com/v1/audio-analysis/1vlW9HfSLdhoL6sVfO8Anz,117603,4
0.584,0.427,5,-14.216,1,0.0287,0.807,0.834,0.085,0.613,111.538,audio_features,2hiMcQkBhr3FRhrp3cgbCa,spotify:track:2hiMcQkBhr3FRhrp3cgbCa,https://api.spotify.com/v1/tracks/2hiMcQkBhr3FRhrp3cgbCa,https://api.spotify.com/v1/audio-analysis/2hiMcQkBhr3FRhrp3cgbCa,143640,4
0.502,0.674,6,-15.051,1,0.787,0.768,0.0,0.395,0.393,112.964,audio_features,6jnLsjqqgQGZGHUenUyTsB,spotify:track:6jnLsjqqgQGZGHUenUyTsB,https://api.spotify.com/v1/tracks/6jnLsjqqgQGZGHUenUyTsB,https://api.spotify.com/v1/audio-analysis/6jnLsjqqgQGZGHUenUyTsB,290457,5
0.412,0.163,7,-17.951,1,0.0316,0.933,0.475,0.0949,0.262,103.647,audio_features,1grGYyIWIJ44ApvRXWCvdN,spotify:track:1grGYyIWIJ44ApvRXWCvdN,https://api.spotify.com/v1/tracks/1grGYyIWIJ44ApvRXWCvdN,https://api.spotify.com/v1/audio-analysis/1grGYyIWIJ44ApvRXWCvdN,156299,4
0.577,0.493,5,-7.019,0,0.0674,0.205,2.61e-05,0.185,0.237,86.955,audio_features,6Z1TYllQ31HlIGhxX7zI6k,spotify:track:6Z1TYllQ31HlIGhxX7zI6k,https://api.spotify.com/v1/tracks/6Z1TYllQ31HlIGhxX7zI6k,https://api.spotify.com/v1/audio-analysis/6Z1TYllQ31HlIGhxX7zI6k,171837,4
0.659,0.539,3,-8.453,1,0.0423,0.978,0.677,0.0594,0.947,96.608,audio_features,3kNh4133CYht6pLAolph8B,spotify:track:3kNh4133CYht6pLAolph8B,https://api.spotify.com/v1/tracks/3kNh4133CYht6pLAolph8B,https://api.spotify.com/v1/audio-analysis/3kNh4133CYht6pLAolph8B,174440,4
0.74,0.462,9,-8.903,0,0.0397,0.519,1.93e-05,0.0746,0.436,89.981,audio_features,30oD3N6nmIDb0OZJ1A4dQy,spotify:track:30oD3N6nmIDb0OZJ1A4dQy,https://api.spotify.com/v1/tracks/30oD3N6nmIDb0OZJ1A4dQy,https://api.spotify.com/v1/audio-analysis/30oD3N6nmIDb0OZJ1A4dQy,170667,4
0.669,0.708,11,-5.923,1,0.142,0.704,0.0,0.335,0.725,93.767,audio_features,5XVjj6hJTWgYiDx72Wo5QS,spotify:track:5XVjj6hJTWgYiDx72Wo5QS,https://api.spotify.com/v1/tracks/5XVjj6hJTWgYiDx72Wo5QS,https://api.spotify.com/v1/audio-analysis/5XVjj6hJTWgYiDx72Wo5QS,214587,4
0.706,0.217,0,-15.439,0,0.0367,0.0698,0.00111,0.0905,0.8,139.944,audio_features,5u8g9bBja2IESAqDu03x6W,spotify:track:5u8g9bBja2IESAqDu03x6W,https://api.spotify.com/v1/tracks/5u8g9bBja2IESAqDu03x6W,https://api.spotify.com/v1/audio-analysis/5u8g9bBja2IESAqDu03x6W,222424,4
0.375,0.151,8,-17.298,1,0.039,0.575,0.08,0.102,0.107,88.294,audio_features,5IAnYEubDYn72p8Lhoa3m4,spotify:track:5IAnYEubDYn72p8Lhoa3m4,https://api.spotify.com/v1/tracks/5IAnYEubDYn72p8Lhoa3m4,https://api.spotify.com/v1/audio-analysis/5IAnYEubDYn72p8Lhoa3m4,176508,4
0.587,0.969,6,-7.04,1,0.331,0.424,0.0,0.312,0.601,174.021,audio_features,7fAhwIX8dBLJF2AaPE2Gu6,spotify:track:7fAhwIX8dBLJF2AaPE2Gu6,https://api.spotify.com/v1/tracks/7fAhwIX8dBLJF2AaPE2Gu6,https://api.spotify.com/v1/audio-analysis/7fAhwIX8dBLJF2AaPE2Gu6,176616,4
0.758,0.485,4,-15.996,0,0.0655,0.065,0.736,0.169,0.376,116.999,audio_features,4vmgjFtU3elyx0cfcdJzrR,spotify:track:4vmgjFtU3elyx0cfcdJzrR,https://api.spotify.com/v1/tracks/4vmgjFtU3elyx0cfcdJzrR,https://api.spotify.com/v1/audio-analysis/4vmgjFtU3elyx0cfcdJzrR,140330,4
0.449,0.901,8,-5.597,1,0.327,0.0551,4.75e-05,0.439,0.386,180.985,audio_features,4fdftRy6Gon68yCvJzOtYo,spotify:track:4fdftRy6Gon68yCvJzOtYo,https://api.spotify.com/v1/tracks/4fdftRy6Gon68yCvJzOtYo,https://api.spotify.com/v1/audio-analysis/4fdftRy6Gon68yCvJzOtYo,162970,4
0.875,0.0758,9,-12.55,0,0.288,0.241,0.718,0.115,0.852,95.993,audio_features,2vLY1XY3CldlvrDnEN1Xj6,spotify:track:2vLY1XY3CldlvrDnEN1Xj6,https://api.spotify.com/v1/tracks/2vLY1XY3CldlvrDnEN1Xj6,https://api.spotify.com/v1/audio-analysis/2vLY1XY3CldlvrDnEN1Xj6,72000,4
0.817,0.504,1,-13.35,0,0.323,0.185,4.7e-05,0.0881,0.167,99.934,audio_features,5eJCX9dXG42lXEdeSGX6er,spotify:track:5eJCX9dXG42lXEdeSGX6er,https://api.spotify.com/v1/tracks/5eJCX9dXG42lXEdeSGX6er,https://api.spotify.com/v1/audio-analysis/5eJCX9dXG42lXEdeSGX6er,134505,4
0.72,0.65,11,-9.036,0,0.0317,0.376,7.83e-06,0.214,0.91,134.937,audio_features,2CzYHourfYD0fQBaBHgCNS,spotify:track:2CzYHourfYD0fQBaBHgCNS,https://api.spotify.com/v1/tracks/2CzYHourfYD0fQBaBHgCNS,https://api.spotify.com/v1/audio-analysis/2CzYHourfYD0fQBaBHgCNS,231760,4
0.708,0.282,4,-16.848,0,0.0858,0.842,0.0,0.0632,0.442,79.243,audio_features,0cgzQXqmotFaCD2ogCD7yi,spotify:track:0cgzQXqmotFaCD2ogCD7yi,https://api.spotify.com/v1/tracks/0cgzQXqmotFaCD2ogCD7yi,https://api.spotify.com/v1/audio-analysis/0cgzQXqmotFaCD2ogCD7yi,168594,4
0.768,0.0981,5,-21.658,1,0.0548,0.982,0.806,0.104,0.579,94.915,audio_features,7kRqlEazb5fBfmgr7dKRwf,spotify:track:7kRqlEazb5fBfmgr7dKRwf,https://api.spotify.com/v1/tracks/7kRqlEazb5fBfmgr7dKRwf,https://api.spotify.com/v1/audio-analysis/7kRqlEazb5fBfmgr7dKRwf,103062,4
0.637,0.308,4,-16.557,1,0.0553,0.964,0.922,0.202,0.228,87.106,audio_features,64OJBvUoBussjz3u8hNg2m,spotify:track:64OJBvUoBussjz3u8hNg2m,https://api.spotify.com/v1/tracks/64OJBvUoBussjz3u8hNg2m,https://api.spotify.com/v1/audio-analysis/64OJBvUoBussjz3u8hNg2m,131538,4
0.674,0.52,4,-9.925,1,0.0334,0.772,0.945,0.107,0.225,82.47,audio_features,4piWGWlGPmzxSmFj3gbdZB,spotify:track:4piWGWlGPmzxSmFj3gbdZB,https://api.spotify.com/v1/tracks/4piWGWlGPmzxSmFj3gbdZB,https://api.spotify.com/v1/audio-analysis/4piWGWlGPmzxSmFj3gbdZB,96047,4
0.563,0.477,2,-8.51,1,0.932,0.882,0.0,0.959,0.802,74.652,audio_features,15Csfc8bkcJRCT04OErRkP,spotify:track:15Csfc8bkcJRCT04OErRkP,https://api.spotify.com/v1/tracks/15Csfc8bkcJRCT04OErRkP,https://api.spotify.com/v1/audio-analysis/15Csfc8bkcJRCT04OErRkP,211533,3
0.682,0.308,3,-15.458,1,0.0428,0.454,0.926,0.11,0.866,90.437,audio_features,3GNwjECqpIScLWslazEJ4c,spotify:track:3GNwjECqpIScLWslazEJ4c,https://api.spotify.com/v1/tracks/3GNwjECqpIScLWslazEJ4c,https://api.spotify.com/v1/audio-analysis/3GNwjECqpIScLWslazEJ4c,69172,4
0.743,0.599,6,-5.902,0,0.0688,0.0209,0.767,0.104,0.366,159.8,audio_features,4JsFiWQgbHAERpa7k6Plsc,spotify:track:4JsFiWQgbHAERpa7k6Plsc,https://api.spotify.com/v1/tracks/4JsFiWQgbHAERpa7k6Plsc,https://api.spotify.com/v1/audio-analysis/4JsFiWQgbHAERpa7k6Plsc,363400,4
0.179,0.179,0,-17.838,0,0.0319,0.975,0.889,0.0758,0.432,185.851,audio_features,3LOi1V051Obp9hHRgAC0JU,spotify:track:3LOi1V051Obp9hHRgAC0JU,https://api.spotify.com/v1/tracks/3LOi1V051Obp9hHRgAC0JU,https://api.spotify.com/v1/audio-analysis/3LOi1V051Obp9hHRgAC0JU,225760,3
0.443,0.682,2,-9.501,0,0.0302,0.869,0.00576,0.162,0.62,112.16,audio_features,14RIOUO6Eb8NmwX8BeVMpm,spotify:track:14RIOUO6Eb8NmwX8BeVMpm,https://api.spotify.com/v1/tracks/14RIOUO6Eb8NmwX8BeVMpm,https://api.spotify.com/v1/audio-analysis/14RIOUO6Eb8NmwX8BeVMpm,326333,4
0.576,0.657,5,-10.484,1,0.0297,0.227,0.000909,0.231,0.812,118.354,audio_features,2wHvE5GdYhuTOAqPg4r0w4,spotify:track:2wHvE5GdYhuTOAqPg4r0w4,https://api.spotify.com/v1/tracks/2wHvE5GdYhuTOAqPg4r0w4,https://api.spotify.com/v1/audio-analysis/2wHvE5GdYhuTOAqPg4r0w4,223440,4
0.776,0.915,9,-7.94,0,0.0678,0.00203,0.272,0.0654,0.742,125.048,audio_features,7FkT7jbZbvoNxjFq8qc0hL,spotify:track:7FkT7jbZbvoNxjFq8qc0hL,https://api.spotify.com/v1/tracks/7FkT7jbZbvoNxjFq8qc0hL,https://api.spotify.com/v1/audio-analysis/7FkT7jbZbvoNxjFq8qc0hL,138656,4
0.736,0.647,7,-9.257,0,0.106,0.315,0.000137,0.139,0.499,127.065,audio_features,1ACFweuuvf6MHtptObgreR,spotify:track:1ACFweuuvf6MHtptObgreR,https://api.spotify.com/v1/tracks/1ACFweuuvf6MHtptObgreR,https://api.spotify.com/v1/audio-analysis/1ACFweuuvf6MHtptObgreR,169000,4
0.62,0.506,11,-8.812,0,0.489,0.754,0.0,0.18,0.696,144.537,audio_features,5DkMNEwmfu8eiYJkjKkpBW,spotify:track:5DkMNEwmfu8eiYJkjKkpBW,https://api.spotify.com/v1/tracks/5DkMNEwmfu8eiYJkjKkpBW,https://api.spotify.com/v1/audio-analysis/5DkMNEwmfu8eiYJkjKkpBW,227005,4
0.778,0.201,1,-11.39,0,0.104,0.511,0.857,0.143,0.58,84.025,audio_features,2szpAFtTaI7xzp5x764Rpr,spotify:track:2szpAFtTaI7xzp5x764Rpr,https://api.spotify.com/v1/tracks/2szpAFtTaI7xzp5x764Rpr,https://api.spotify.com/v1/audio-analysis/2szpAFtTaI7xzp5x764Rpr,98036,4
0.682,0.795,4,-5.495,0,0.037,0.0615,0.469,0.103,0.208,116.965,audio_features,77oGPqxT7yDZ5OCRmR863C,spotify:track:77oGPqxT7yDZ5OCRmR863C,https://api.spotify.com/v1/tracks/77oGPqxT7yDZ5OCRmR863C,https://api.spotify.com/v1/audio-analysis/77oGPqxT7yDZ5OCRmR863C,198160,4
