danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.931,0.517,2,-8.017,1,0.446,0.00162,0.0,0.108,0.45,129.111,audio_features,7JsoM9xf0Uc8tTHVnkVOio,spotify:track:7JsoM9xf0Uc8tTHVnkVOio,https://api.spotify.com/v1/tracks/7JsoM9xf0Uc8tTHVnkVOio,https://api.spotify.com/v1/audio-analysis/7JsoM9xf0Uc8tTHVnkVOio,193625,4
0.899,0.499,6,-9.537,1,0.267,0.251,0.0,0.0961,0.76,139.982,audio_features,1MwHEpWiVlazUIlw9k8KAd,spotify:track:1MwHEpWiVlazUIlw9k8KAd,https://api.spotify.com/v1/tracks/1MwHEpWiVlazUIlw9k8KAd,https://api.spotify.com/v1/audio-analysis/1MwHEpWiVlazUIlw9k8KAd,192052,4
0.857,0.866,7,-2.846,1,0.285,0.131,0.000222,0.137,0.891,89.998,audio_features,7fI6dNPkO9GsMw6O3ZyPL0,spotify:track:7fI6dNPkO9GsMw6O3ZyPL0,https://api.spotify.com/v1/tracks/7fI6dNPkO9GsMw6O3ZyPL0,https://api.spotify.com/v1/audio-analysis/7fI6dNPkO9GsMw6O3ZyPL0,271627,4
0.832,0.666,1,-3.627,0,0.0708,0.151,0.0,0.0636,0.663,129.989,audio_features,3bPJm6ppmouTlrJslOxrY0,spotify:track:3bPJm6ppmouTlrJslOxrY0,https://api.spotify.com/v1/tracks/3bPJm6ppmouTlrJslOxrY0,https://api.spotify.com/v1/audio-analysis/3bPJm6ppmouTlrJslOxrY0,238760,4
0.717,0.714,1,-5.091,1,0.28,0.00877,0.0,0.0648,0.887,100.054,audio_features,5zRq06zG7qKn6SV1qx9d2B,spotify:track:5zRq06zG7qKn6SV1qx9d2B,https://api.spotify.com/v1/tracks/5zRq06zG7qKn6SV1qx9d2B,https://api.spotify.com/v1/audio-analysis/5zRq06zG7qKn6SV1qx9d2B,227066,4
0.73,0.577,4,-11.196,1,0.43,0.0106,0.0,0.359,0.352,77.121,audio_features,1VpaGT3qRCT4jaqYw7o9IH,spotify:track:1VpaGT3qRCT4jaqYw7o9IH,https://api.spotify.com/v1/tracks/1VpaGT3qRCT4jaqYw7o9IH,https://api.spotify.com/v1/audio-analysis/1VpaGT3qRCT4jaqYw7o9IH,229627,4
0.863,0.512,11,-8.991,1,0.372,0.241,6.52e-06,0.104,0.703,77.99,audio_features,1U5QDEYyOkWDPkItNyUMBu,spotify:track:1U5QDEYyOkWDPkItNyUMBu,https://api.spotify.com/v1/tracks/1U5QDEYyOkWDPkItNyUMBu,https://api.spotify.com/v1/audio-analysis/1U5QDEYyOkWDPkItNyUMBu,285396,4
0.738,0.848,5,-7.527,1,0.0551,0.0174,0.876,0.0965,0.934,149.917,audio_features,3QbxuFzJTzI62jgUK7zjiU,spotify:track:3QbxuFzJTzI62jgUK7zjiU,https://api.spotify.com/v1/tracks/3QbxuFzJTzI62jgUK7zjiU,https://api.spotify.com/v1/audio-analysis/3QbxuFzJTzI62jgUK7zjiU,149653,4
0.87,0.551,4,-13.955,0,0.279,0.0162,0.0,0.165,0.616,98.141,audio_features,7yIUQW4kutkoxSWKjU7OPK,spotify:track:7yIUQW4kutkoxSWKjU7OPK,https://api.spotify.com/v1/tracks/7yIUQW4kutkoxSWKjU7OPK,https://api.spotify.com/v1/audio-analysis/7yIUQW4kutkoxSWKjU7OPK,322067,4
0.824,0.938,2,-4.566,1,0.251,0.0416,0.0752,0.154,0.494,126.014,audio_features,2ciLxvH3suF5CyQkbUsJVe,spotify:track:2ciLxvH3suF5CyQkbUsJVe,https://api.spotify.com/v1/tracks/2ciLxvH3suF5CyQkbUsJVe,https://api.spotify.com/v1/audio-analysis/2ciLxvH3suF5CyQkbUsJVe,169048,4
0.656,0.953,8,-4.265,1,0.288,0.223,0.0,0.575,0.69,93.981,audio_features,0Qw7i43X5zPUpod1Dlb2JP,spotify:track:0Qw7i43X5zPUpod1Dlb2JP,https://api.spotify.com/v1/tracks/0Qw7i43X5zPUpod1Dlb2JP,https://api.spotify.com/v1/audio-analysis/0Qw7i43X5zPUpod1Dlb2JP,160147,4
0.865,0.734,1,-7.441,0,0.241,0.187,0.00118,0.119,0.569,91.981,audio_features,5nKGo2HcJTKhS1GPPYs9gt,spotify:track:5nKGo2HcJTKhS1GPPYs9gt,https://api.spotify.com/v1/tracks/5nKGo2HcJTKhS1GPPYs9gt,https://api.spotify.com/v1/audio-analysis/5nKGo2HcJTKhS1GPPYs9gt,217293,4
0.813,0.573,1,-10.176,1,0.271,0.222,0.0,0.284,0.837,88.07,audio_features,1U6kD21JTRRPyJs99fZini,spotify:track:1U6kD21JTRRPyJs99fZini,https://api.spotify.com/v1/tracks/1U6kD21JTRRPyJs99fZini,https://api.spotify.com/v1/audio-analysis/1U6kD21JTRRPyJs99fZini,300333,4
0.692,0.441,8,-6.455,1,0.0558,0.00208,0.168,0.322,0.673,183.963,audio_features,674fDxdgKYNwGi4YPZt7RM,spotify:track:674fDxdgKYNwGi4YPZt7RM,https://api.spotify.com/v1/tracks/674fDxdgKYNwGi4YPZt7RM,https://api.spotify.com/v1/audio-analysis/674fDxdgKYNwGi4YPZt7RM,219823,4
0.462,0.865,11,-6.256,0,0.945,0.871,0.0,0.786,0.351,77.841,audio_features,3XPDZIbPrrt33QCtetecU4,spotify:track:3XPDZIbPrrt33QCtetecU4,https://api.spotify.com/v1/tracks/3XPDZIbPrrt33QCtetecU4,https://api.spotify.com/v1/audio-analysis/3XPDZIbPrrt33QCtetecU4,165022,5
0.664,0.802,9,-9.636,0,0.103,0.00287,0.87,0.0838,0.975,159.895,audio_features,55wSByJOPkzsUKuRe2d1WA,spotify:track:55wSByJOPkzsUKuRe2d1WA,https://api.spotify.com/v1/tracks/55wSByJOPkzsUKuRe2d1WA,https://api.spotify.com/v1/audio-analysis/55wSByJOPkzsUKuRe2d1WA,216020,4
0.621,0.895,11,-4.92,0,0.231,0.212,0.0,0.534,0.532,87.846,audio_features,4vXmXi1IFp4j0nv7q8JOMB,spotify:track:4vXmXi1IFp4j0nv7q8JOMB,https://api.spotify.com/v1/tracks/4vXmXi1IFp4j0nv7q8JOMB,https://api.spotify.com/v1/audio-analysis/4vXmXi1IFp4j0nv7q8JOMB,185455,4
0.904,0.698,11,-6.384,0,0.126,0.262,0.0,0.0802,0.962,101.009,audio_features,7mD9W97gjwxfFR9abW5ycI,spotify:track:7mD9W97gjwxfFR9abW5ycI,https://api.spotify.com/v1/tracks/7mD9W97gjwxfFR9abW5ycI,https://api.spotify.com/v1/audio-analysis/7mD9W97gjwxfFR9abW5ycI,298613,4
0.598,0.788,6,-6.076,0,0.358,0.0944,0.0,0.15,0.813,82.717,audio_features,2iwJKBXEeDimbGfHtx8BYL,spotify:track:2iwJKBXEeDimbGfHtx8BYL,https://api.spotify.com/v1/tracks/2iwJKBXEeDimbGfHtx8BYL,https://api.spotify.com/v1/audio-analysis/2iwJKBXEeDimbGfHtx8BYL,211827,4
0.686,0.781,7,-6.284,1,0.0894,0.024,0.428,0.257,0.202,169.936,audio_features,1dxdkuH02cGujiwuysrY1t,spotify:track:1dxdkuH02cGujiwuysrY1t,https://api.spotify.com/v1/tracks/1dxdkuH02cGujiwuysrY1t,https://api.spotify.com/v1/audio-analysis/1dxdkuH02cGujiwuysrY1t,105802,4
0.77,0.786,11,-3.909,1,0.368,0.189,0.0,0.129,0.837,126.764,audio_features,6D1fMX23FLBn9i8cjnP99K,spotify:track:6D1fMX23FLBn9i8cjnP99K,https://api.spotify.com/v1/tracks/6D1fMX23FLBn9i8cjnP99K,https://api.spotify.com/v1/audio-analysis/6D1fMX23FLBn9i8cjnP99K,159715,4
0.752,0.753,8,-3.278,1,0.397,0.386,0.0,0.145,0.913,92.693,audio_features,1eJQffAUeUid3Rhq23ANhS,spotify:track:1eJQffAUeUid3Rhq23ANhS,https://api.spotify.com/v1/tracks/1eJQffAUeUid3Rhq23ANhS,https://api.spotify.com/v1/audio-analysis/1eJQffAUeUid3Rhq23ANhS,62015,4
0.822,0.702,1,-13.507,1,0.0898,0.015,0.555,0.115,0.792,115.777,audio_features,21NALHsloDI31T781jDMFw,spotify:track:21NALHsloDI31T781jDMFw,https://api.spotify.com/v1/tracks/21NALHsloDI31T781jDMFw,https://api.spotify.com/v1/audio-analysis/21NALHsloDI31T781jDMFw,336173,4
0.703,0.687,9,-6.844,1,0.0298,0.0158,0.0254,0.2,0.768,122.053,audio_features,3jLdAQ7guhHOppAj02RJmW,spotify:track:3jLdAQ7guhHOppAj02RJmW,https://api.spotify.com/v1/tracks/3jLdAQ7guhHOppAj02RJmW,https://api.spotify.com/v1/audio-analysis/3jLdAQ7guhHOppAj02RJmW,310432,4
0.622,0.937,8,-1.645,1,0.0468,0.0131,0.172,0.209,0.932,150.009,audio_features,2dNLDlWXC9S1fWMy4rekFF,spotify:track:2dNLDlWXC9S1fWMy4rekFF,https://api.spotify.com/v1/tracks/2dNLDlWXC9S1fWMy4rekFF,https://api.spotify.com/v1/audio-analysis/2dNLDlWXC9S1fWMy4rekFF,116800,3
0.813,0.507,1,-8.473,1,0.469,0.174,0.0,0.133,0.599,83.334,audio_features,50fCZuRi2eI1SMeBy3OOON,spotify:track:50fCZuRi2eI1SMeBy3OOON,https://api.spotify.com/v1/tracks/50fCZuRi2eI1SMeBy3OOON,https://api.spotify.com/v1/audio-analysis/50fCZuRi2eI1SMeBy3OOON,241601,4
0.583,0.389,4,-22.512,1,0.0308,0.045,0.512,0.193,0.62,140.015,audio_features,3pRD9JnEysB5cuwZGzenCk,spotify:track:3pRD9JnEysB5cuwZGzenCk,https://api.spotify.com/v1/tracks/3pRD9JnEysB5cuwZGzenCk,https://api.spotify.com/v1/audio-analysis/3pRD9JnEysB5cuwZGzenCk,137115,4
0.664,0.76,9,-8.704,0,0.0341,0.688,0.931,0.101,0.106,106.993,audio_features,0824gOnEV9CViOY2tnjdTe,spotify:track:0824gOnEV9CViOY2tnjdTe,https://api.spotify.com/v1/tracks/0824gOnEV9CViOY2tnjdTe,https://api.spotify.com/v1/audio-analysis/0824gOnEV9CViOY2tnjdTe,194019,4
0.656,0.648,2,-7.948,0,0.0313,0.234,0.9,0.159,0.671,100.019,audio_features,5SrAVmdwYB1gap1EEk5j6H,spotify:track:5SrAVmdwYB1gap1EEk5j6H,https://api.spotify.com/v1/tracks/5SrAVmdwYB1gap1EEk5j6H,https://api.spotify.com/v1/audio-analysis/5SrAVmdwYB1gap1EEk5j6H,175875,4
0.731,0.368,2,-12.428,1,0.0532,0.28,0.0,0.134,0.126,114.912,audio_features,3gtUhq0nuXIFYFOspRIBf4,spotify:track:3gtUhq0nuXIFYFOspRIBf4,https://api.spotify.com/v1/tracks/3gtUhq0nuXIFYFOspRIBf4,https://api.spotify.com/v1/audio-analysis/3gtUhq0nuXIFYFOspRIBf4,216942,4
0.646,0.642,8,-8.72,1,0.0371,0.175,0.865,0.112,0.051,169.98,audio_features,5jmKJOdZlXSicS4ZhPDopK,spotify:track:5jmKJOdZlXSicS4ZhPDopK,https://api.spotify.com/v1/tracks/5jmKJOdZlXSicS4ZhPDopK,https://api.spotify.com/v1/audio-analysis/5jmKJOdZlXSicS4ZhPDopK,206118,4
0.461,0.328,5,-25.31,1,0.0331,0.781,0.84,0.0986,0.261,119.993,audio_features,47t30Tl0EkQeiNbGFRANay,spotify:track:47t30Tl0EkQeiNbGFRANay,https://api.spotify.com/v1/tracks/47t30Tl0EkQeiNbGFRANay,https://api.spotify.com/v1/audio-analysis/47t30Tl0EkQeiNbGFRANay,1500004,4
0.602,0.926,5,-1.62,0,0.0897,0.0992,0.0449,0.241,0.574,100.014,audio_features,2viJufnGlsjR1X51CEHpeg,spotify:track:2viJufnGlsjR1X51CEHpeg,https://api.spotify.com/v1/tracks/2viJufnGlsjR1X51CEHpeg,https://api.spotify.com/v1/audio-analysis/2viJufnGlsjR1X51CEHpeg,237347,4
0.696,0.465,9,-9.478,1,0.0486,0.611,0.00041,0.15,0.258,126.0,audio_features,6tPIl8JG8ng8EmheVH557F,spotify:track:6tPIl8JG8ng8EmheVH557F,https://api.spotify.com/v1/tracks/6tPIl8JG8ng8EmheVH557F,https://api.spotify.com/v1/audio-analysis/6tPIl8JG8ng8EmheVH557F,139684,4
0.64,0.411,3,-13.878,1,0.0348,0.0228,0.966,0.367,0.622,119.991,audio_features,6urOIcZ2qXJCmQIAZX3SvA,spotify:track:6urOIcZ2qXJCmQIAZX3SvA,https://api.spotify.com/v1/tracks/6urOIcZ2qXJCmQIAZX3SvA,https://api.spotify.com/v1/audio-analysis/6urOIcZ2qXJCmQIAZX3SvA,298182,4
0.701,0.477,1,-11.582,0,0.0277,0.633,0.783,0.19,0.491,97.012,audio_features,3GJlhu1SfJCCBpFo4aiIxb,spotify:track:3GJlhu1SfJCCBpFo4aiIxb,https://api.spotify.com/v1/tracks/3GJlhu1SfJCCBpFo4aiIxb,https://api.spotify.com/v1/audio-analysis/3GJlhu1SfJCCBpFo4aiIxb,224532,4
0.737,0.272,4,-15.335,0,0.208,0.00622,0.781,0.105,0.0389,120.759,audio_features,2WINZAv4OUcunsOGC3BbuR,spotify:track:2WINZAv4OUcunsOGC3BbuR,https://api.spotify.com/v1/tracks/2WINZAv4OUcunsOGC3BbuR,https://api.spotify.com/v1/audio-analysis/2WINZAv4OUcunsOGC3BbuR,55500,4
0.351,0.538,7,-3.558,1,0.0469,0.273,0.742,0.186,0.154,109.753,audio_features,4FKHPzTDNHrktxk7qBjm83,spotify:track:4FKHPzTDNHrktxk7qBjm83,https://api.spotify.com/v1/tracks/4FKHPzTDNHrktxk7qBjm83,https://api.spotify.com/v1/audio-analysis/4FKHPzTDNHrktxk7qBjm83,67360,3
0.564,0.93,10,-1.942,0,0.0424,0.221,3.09e-06,0.085,0.827,114.896,audio_features,0umbzRjaU3fpE9sWUEdPIe,spotify:track:0umbzRjaU3fpE9sWUEdPIe,https://api.spotify.com/v1/tracks/0umbzRjaU3fpE9sWUEdPIe,https://api.spotify.com/v1/audio-analysis/0umbzRjaU3fpE9sWUEdPIe,185808,4
0.445,0.918,11,-8.792,0,0.0364,8.14e-05,0.723,0.396,0.766,155.026,audio_features,0JbYB54QiwRAAUY8qNp8fx,spotify:track:0JbYB54QiwRAAUY8qNp8fx,https://api.spotify.com/v1/tracks/0JbYB54QiwRAAUY8qNp8fx,https://api.spotify.com/v1/audio-analysis/0JbYB54QiwRAAUY8qNp8fx,180739,4
0.566,0.916,1,-12.125,1,0.0701,0.00572,0.00677,0.37,0.453,163.965,audio_features,6xGgDE7TSvGwhOKBdv9dMH,spotify:track:6xGgDE7TSvGwhOKBdv9dMH,https://api.spotify.com/v1/tracks/6xGgDE7TSvGwhOKBdv9dMH,https://api.spotify.com/v1/audio-analysis/6xGgDE7TSvGwhOKBdv9dMH,143752,4
0.639,0.756,2,-6.462,1,0.0472,0.00682,0.783,0.0349,0.948,128.008,audio_features,7DAXfp0cSOTnUjhxrbtSOi,spotify:track:7DAXfp0cSOTnUjhxrbtSOi,https://api.spotify.com/v1/tracks/7DAXfp0cSOTnUjhxrbtSOi,https://api.spotify.com/v1/audio-analysis/7DAXfp0cSOTnUjhxrbtSOi,285200,4
0.782,0.669,2,-14.324,1,0.0726,0.00342,0.939,0.103,0.39,142.599,audio_features,66ki1fRLcKHaS8Q5GTTvYy,spotify:track:66ki1fRLcKHaS8Q5GTTvYy,https://api.spotify.com/v1/tracks/66ki1fRLcKHaS8Q5GTTvYy,https://api.spotify.com/v1/audio-analysis/66ki1fRLcKHaS8Q5GTTvYy,209500,4
0.724,0.43,4,-12.925,0,0.0335,0.000732,0.903,0.123,0.888,119.974,audio_features,4doM04Rj4iPpRcYcRzQw8X,spotify:track:4doM04Rj4iPpRcYcRzQw8X,https://api.spotify.com/v1/tracks/4doM04Rj4iPpRcYcRzQw8X,https://api.spotify.com/v1/audio-analysis/4doM04Rj4iPpRcYcRzQw8X,76954,4
0.653,0.758,10,-5.169,0,0.104,0.189,0.0,0.382,0.748,110.075,audio_features,4GnZr9MZvLlOKj4k0wkYV5,spotify:track:4GnZr9MZvLlOKj4k0wkYV5,https://api.spotify.com/v1/tracks/4GnZr9MZvLlOKj4k0wkYV5,https://api.spotify.com/v1/audio-analysis/4GnZr9MZvLlOKj4k0wkYV5,192000,4
0.741,0.664,2,-6.766,0,0.029,0.672,0.864,0.109,0.112,110.015,audio_features,1CWjUY7Shjos2MFBzv9QZc,spotify:track:1CWjUY7Shjos2MFBzv9QZc,https://api.spotify.com/v1/tracks/1CWjUY7Shjos2MFBzv9QZc,https://api.spotify.com/v1/audio-analysis/1CWjUY7Shjos2MFBzv9QZc,248727,4
0.707,0.987,11,-3.559,0,0.07,0.0174,0.408,0.139,0.874,129.982,audio_features,0K5dMpBtt4W8n46f5tbhRi,spotify:track:0K5dMpBtt4W8n46f5tbhRi,https://api.spotify.com/v1/tracks/0K5dMpBtt4W8n46f5tbhRi,https://api.spotify.com/v1/audio-analysis/0K5dMpBtt4W8n46f5tbhRi,236986,4
0.165,0.0276,0,-25.563,1,0.0511,0.927,0.985,0.109,0.0378,113.853,audio_features,5XWNGPV1E4vz32RyQDM5I2,spotify:track:5XWNGPV1E4vz32RyQDM5I2,https://api.spotify.com/v1/tracks/5XWNGPV1E4vz32RyQDM5I2,https://api.spotify.com/v1/audio-analysis/5XWNGPV1E4vz32RyQDM5I2,112000,4
0.679,0.357,7,-15.428,1,0.136,0.3,0.623,0.121,0.0818,122.704,audio_features,011xi5YItcf5YBnqFH1Etk,spotify:track:011xi5YItcf5YBnqFH1Etk,https://api.spotify.com/v1/tracks/011xi5YItcf5YBnqFH1Etk,https://api.spotify.com/v1/audio-analysis/011xi5YItcf5YBnqFH1Etk,61500,4
0.17,0.189,10,-16.775,1,0.0476,0.888,0.875,0.277,0.069,78.618,audio_features,1jL3EvldCmm1kQP4amz7xs,spotify:track:1jL3EvldCmm1kQP4amz7xs,https://api.spotify.com/v1/tracks/1jL3EvldCmm1kQP4amz7xs,https://api.spotify.com/v1/audio-analysis/1jL3EvldCmm1kQP4amz7xs,120000,3
0.166,0.891,0,-6.962,1,0.0793,0.258,0.00016,0.106,0.247,176.956,audio_features,1WvPGcBaRNQ7dztD7Dmmqk,spotify:track:1WvPGcBaRNQ7dztD7Dmmqk,https://api.spotify.com/v1/tracks/1WvPGcBaRNQ7dztD7Dmmqk,https://api.spotify.com/v1/audio-analysis/1WvPGcBaRNQ7dztD7Dmmqk,290920,4
0.705,0.533,2,-11.06,0,0.0365,0.244,0.741,0.0957,0.463,147.016,audio_features,7GkHpXXRh7JJjnZzu4jSnf,spotify:track:7GkHpXXRh7JJjnZzu4jSnf,https://api.spotify.com/v1/tracks/7GkHpXXRh7JJjnZzu4jSnf,https://api.spotify.com/v1/audio-analysis/7GkHpXXRh7JJjnZzu4jSnf,188980,4
0.612,0.177,1,-27.645,1,0.0558,0.884,0.945,0.0983,0.086,129.992,audio_features,1IYX0E2sCHZLkfMbRBkpzp,spotify:track:1IYX0E2sCHZLkfMbRBkpzp,https://api.spotify.com/v1/tracks/1IYX0E2sCHZLkfMbRBkpzp,https://api.spotify.com/v1/audio-analysis/1IYX0E2sCHZLkfMbRBkpzp,45322,4
0.633,0.964,7,-4.91,1,0.114,0.00304,0.824,0.316,0.105,129.978,audio_features,4CBAKSus371zX1icqqyyUC,spotify:track:4CBAKSus371zX1icqqyyUC,https://api.spotify.com/v1/tracks/4CBAKSus371zX1icqqyyUC,https://api.spotify.com/v1/audio-analysis/4CBAKSus371zX1icqqyyUC,212336,4
0.711,0.51,1,-13.292,1,0.217,0.321,0.608,0.0759,0.306,125.359,audio_features,3SzmoiHQLY3wYqDWurVWTO,spotify:track:3SzmoiHQLY3wYqDWurVWTO,https://api.spotify.com/v1/tracks/3SzmoiHQLY3wYqDWurVWTO,https://api.spotify.com/v1/audio-analysis/3SzmoiHQLY3wYqDWurVWTO,82000,4
0.397,0.905,9,-5.18,0,0.253,0.0215,0.0,0.163,0.211,159.954,audio_features,0dJ2XvnUNk1BzvKAkXEIL9,spotify:track:0dJ2XvnUNk1BzvKAkXEIL9,https://api.spotify.com/v1/tracks/0dJ2XvnUNk1BzvKAkXEIL9,https://api.spotify.com/v1/audio-analysis/0dJ2XvnUNk1BzvKAkXEIL9,204562,4
0.667,0.317,11,-20.721,0,0.0358,0.33,0.707,0.112,0.31,108.979,audio_features,4mLKUq9iKqLKimKGHZRpkb,spotify:track:4mLKUq9iKqLKimKGHZRpkb,https://api.spotify.com/v1/tracks/4mLKUq9iKqLKimKGHZRpkb,https://api.spotify.com/v1/audio-analysis/4mLKUq9iKqLKimKGHZRpkb,142206,4
0.774,0.298,1,-18.041,1,0.104,0.748,0.97,0.102,0.217,132.999,audio_features,2xxjtLFkrRutG0sMSHhv0v,spotify:track:2xxjtLFkrRutG0sMSHhv0v,https://api.spotify.com/v1/tracks/2xxjtLFkrRutG0sMSHhv0v,https://api.spotify.com/v1/audio-analysis/2xxjtLFkrRutG0sMSHhv0v,71340,4
0.772,0.811,0,-6.033,1,0.111,0.0338,0.708,0.0794,0.965,140.036,audio_features,0Z6fnBHUEUu1ik22d5Sa4U,spotify:track:0Z6fnBHUEUu1ik22d5Sa4U,https://api.spotify.com/v1/tracks/0Z6fnBHUEUu1ik22d5Sa4U,https://api.spotify.com/v1/audio-analysis/0Z6fnBHUEUu1ik22d5Sa4U,156000,4
0.753,0.538,5,-11.221,1,0.0897,0.00224,0.0848,0.333,0.57,99.949,audio_features,2nvDl9J6zlrfg9c7vN54nZ,spotify:track:2nvDl9J6zlrfg9c7vN54nZ,https://api.spotify.com/v1/tracks/2nvDl9J6zlrfg9c7vN54nZ,https://api.spotify.com/v1/audio-analysis/2nvDl9J6zlrfg9c7vN54nZ,133492,4
0.801,0.532,3,-10.793,0,0.11,0.0192,0.922,0.102,0.435,152.611,audio_features,0ghAUGZZ54QxShe592XjN0,spotify:track:0ghAUGZZ54QxShe592XjN0,https://api.spotify.com/v1/tracks/0ghAUGZZ54QxShe592XjN0,https://api.spotify.com/v1/audio-analysis/0ghAUGZZ54QxShe592XjN0,116000,4
0.486,0.844,4,-12.236,1,0.034,0.00107,0.818,0.114,0.0996,100.907,audio_features,38IyEcgetRoZ8n2pYG5Mbj,spotify:track:38IyEcgetRoZ8n2pYG5Mbj,https://api.spotify.com/v1/tracks/38IyEcgetRoZ8n2pYG5Mbj,https://api.spotify.com/v1/audio-analysis/38IyEcgetRoZ8n2pYG5Mbj,544933,4
0.739,0.925,2,-12.741,1,0.0454,0.00344,0.843,0.143,0.0724,128.217,audio_features,3wtW38Hw4nZS9DgkL5vMF4,spotify:track:3wtW38Hw4nZS9DgkL5vMF4,https://api.spotify.com/v1/tracks/3wtW38Hw4nZS9DgkL5vMF4,https://api.spotify.com/v1/audio-analysis/3wtW38Hw4nZS9DgkL5vMF4,205939,4
0.724,0.876,10,-9.698,0,0.0584,0.007,0.817,0.202,0.94,124.039,audio_features,07HA5rDni4lkV1uWMQVLcZ,spotify:track:07HA5rDni4lkV1uWMQVLcZ,https://api.spotify.com/v1/tracks/07HA5rDni4lkV1uWMQVLcZ,https://api.spotify.com/v1/audio-analysis/07HA5rDni4lkV1uWMQVLcZ,123879,4
0.66,0.778,0,-5.987,1,0.0496,0.455,0.00898,0.137,0.538,119.978,audio_features,2A3bh6EZDqBA3jqv2nToSp,spotify:track:2A3bh6EZDqBA3jqv2nToSp,https://api.spotify.com/v1/tracks/2A3bh6EZDqBA3jqv2nToSp,https://api.spotify.com/v1/audio-analysis/2A3bh6EZDqBA3jqv2nToSp,213700,4
0.557,0.817,0,-17.224,1,0.0363,0.117,0.761,0.127,0.963,137.972,audio_features,6HpcEnSIEX8XZne9bcOkWC,spotify:track:6HpcEnSIEX8XZne9bcOkWC,https://api.spotify.com/v1/tracks/6HpcEnSIEX8XZne9bcOkWC,https://api.spotify.com/v1/audio-analysis/6HpcEnSIEX8XZne9bcOkWC,166956,4
0.622,0.7,7,-8.352,0,0.0398,0.272,0.914,0.0973,0.0395,89.996,audio_features,3lm5KFVOi3FLgQ97a5ctyx,spotify:track:3lm5KFVOi3FLgQ97a5ctyx,https://api.spotify.com/v1/tracks/3lm5KFVOi3FLgQ97a5ctyx,https://api.spotify.com/v1/audio-analysis/3lm5KFVOi3FLgQ97a5ctyx,218667,4
0.517,0.481,5,-21.201,1,0.0529,0.689,0.91,0.109,0.0282,119.99,audio_features,0hENAKSpfMW5th2cYqJl6r,spotify:track:0hENAKSpfMW5th2cYqJl6r,https://api.spotify.com/v1/tracks/0hENAKSpfMW5th2cYqJl6r,https://api.spotify.com/v1/audio-analysis/0hENAKSpfMW5th2cYqJl6r,3600014,4
0.722,0.676,2,-13.242,0,0.0419,0.000146,0.868,0.0716,0.24,128.006,audio_features,6AGat5KuHCnHbO1xQxiYmJ,spotify:track:6AGat5KuHCnHbO1xQxiYmJ,https://api.spotify.com/v1/tracks/6AGat5KuHCnHbO1xQxiYmJ,https://api.spotify.com/v1/audio-analysis/6AGat5KuHCnHbO1xQxiYmJ,135008,4
0.533,0.999,5,-0.331,0,0.0499,0.0542,0.0021,0.096,0.409,95.039,audio_features,0AZnPuL41XVTck80ijnfHy,spotify:track:0AZnPuL41XVTck80ijnfHy,https://api.spotify.com/v1/tracks/0AZnPuL41XVTck80ijnfHy,https://api.spotify.com/v1/audio-analysis/0AZnPuL41XVTck80ijnfHy,182528,4
0.699,0.604,6,-10.764,1,0.0816,0.0219,0.0,0.401,0.595,116.994,audio_features,1wRtccy7MDDjTXOcBptg8J,spotify:track:1wRtccy7MDDjTXOcBptg8J,https://api.spotify.com/v1/tracks/1wRtccy7MDDjTXOcBptg8J,https://api.spotify.com/v1/audio-analysis/1wRtccy7MDDjTXOcBptg8J,239073,4
0.351,0.961,6,-0.587,1,0.521,0.255,0.0,0.257,0.435,171.885,audio_features,4EZNsCMqJDmZT8d8nOv1eh,spotify:track:4EZNsCMqJDmZT8d8nOv1eh,https://api.spotify.com/v1/tracks/4EZNsCMqJDmZT8d8nOv1eh,https://api.spotify.com/v1/audio-analysis/4EZNsCMqJDmZT8d8nOv1eh,152159,5
0.739,0.832,0,-13.437,1,0.269,0.0046,0.948,0.212,0.136,157.587,audio_features,1PBMFTMl6Rvp7ydYeZWbrO,spotify:track:1PBMFTMl6Rvp7ydYeZWbrO,https://api.spotify.com/v1/tracks/1PBMFTMl6Rvp7ydYeZWbrO,https://api.spotify.com/v1/audio-analysis/1PBMFTMl6Rvp7ydYeZWbrO,119000,4
0.462,0.395,9,-9.376,1,0.0264,0.758,0.0,0.121,0.625,82.259,audio_features,1YYhDizHx7PnDhAhko6cDS,spotify:track:1YYhDizHx7PnDhAhko6cDS,https://api.spotify.com/v1/tracks/1YYhDizHx7PnDhAhko6cDS,https://api.spotify.com/v1/audio-analysis/1YYhDizHx7PnDhAhko6cDS,190160,4
0.644,0.904,2,-4.532,1,0.0464,0.0295,0.0,0.0834,0.672,105.969,audio_features,0JbSghVDghtFEurrSO8JrC,spotify:track:0JbSghVDghtFEurrSO8JrC,https://api.spotify.com/v1/tracks/0JbSghVDghtFEurrSO8JrC,https://api.spotify.com/v1/audio-analysis/0JbSghVDghtFEurrSO8JrC,225560,4
0.728,0.818,9,-5.068,1,0.0329,0.323,0.0,0.582,0.681,119.706,audio_features,5W4kiM2cUYBJXKRudNyxjW,spotify:track:5W4kiM2cUYBJXKRudNyxjW,https://api.spotify.com/v1/tracks/5W4kiM2cUYBJXKRudNyxjW,https://api.spotify.com/v1/audio-analysis/5W4kiM2cUYBJXKRudNyxjW,157478,4
